idx,smiles,metal_type,logK1_true,logK1_pred,uncertainty,cv,agreement_ratio,mean_attr,is_agreed,criterion_used,scenario,n_nodes
63,O=S1(=O)(O)->[Ga+3]<-n2cccc3c1ccc(O)c32,Ga,11.97,6.603132057189941,0.7558319723225334,0.11446567564850259,0.5,0.12101620435714722,False,none,D,16
64,[OH-]->[Ga+3],Ga,11.4,3.0900318145751955,0.2656728747540278,0.08597739139800778,0.5,-0.019397497177124023,True,mean,A,2
65,CN12->[Ga+3]<-O=C1C(O)=CC=C2,Ga,11.2,5.975334358215332,0.5011642387583832,0.08387216659589024,0.6,-0.05968499183654785,True,mean,A,10
66,[OH-]->[Ga+3],Ga,10.6,3.0900318145751955,0.2656728747540278,0.08597739139800778,0.5,-0.019397497177124023,True,mean,A,2
67,[OH-]->[Ga+3],Ga,10.4,3.0900318145751955,0.2656728747540278,0.08597739139800778,0.5,-0.019397497177124023,True,mean,A,2
68,OC1=O->[Ga+3]<-N2CCC[C@H]12,Ga,10.2,6.295781898498535,0.3623830015921063,0.05755964984723027,0.5555555555555556,0.020050154791937932,False,none,B,9
69,O=C(O)C1(O)CC(O)=O->[Ga+3]<-O=C(O)C1,Ga,10.02,7.428507900238037,0.3233002427317347,0.04352155871320739,0.6428571428571429,0.215963499886649,True,mean,A,14
70,[OH-]->[Ga+3],Ga,9.9,3.0900318145751955,0.2656728747540278,0.08597739139800778,0.5,-0.019397497177124023,True,mean,A,2
71,OC1=O->[Ga+3]<-NC1,Ga,9.6,5.825282192230224,0.29360440513905917,0.050401748009850825,0.16666666666666666,0.2197080453236898,False,none,B,6
72,ON1->[Ga+3]<-O=C1c1ccccc1,Ga,9.2,5.337185192108154,0.18544547893548813,0.034745932970378784,0.7272727272727273,-0.023979447104714134,True,both,A,11
73,ON12->[Ga+3]<-O=C1C=CC=C2,Ga,9.12,4.512725019454956,0.9012766278865212,0.19971893346060263,0.7777777777777778,-0.07302077611287434,True,both,C,9
74,c1cc2ccc3cccn4->[Ga+3]<-n(c1)c2c34,Ga,5.58,4.909889793395996,0.4005870636809418,0.08158779128194445,0.6666666666666666,-0.018624178568522134,True,mean,A,15
75,OC1=O->[Ga+3]<-O=C(O)c2ccccc21,Ga,5.15,5.651579570770264,0.2781669023046382,0.049219319806325636,0.5384615384615384,-0.04116527850811298,True,mean,A,13
76,c1ccn2->[Ga+3]<-n3ccccc3-c2c1,Ga,4.52,3.5461460828781126,0.848590831779723,0.23929945691661755,0.6153846153846154,-0.16345843902001014,True,mean,C,13
77,[N-]=[N+]=N->[Ga+3],Ga,3.5,3.1357868671417237,0.5073688098625724,0.1617995199798257,0.75,-0.1854456067085266,True,both,C,4
78,C1#N->[Ga+3]<-S1,Ga,2.3,3.5902520656585692,0.24209049143219608,0.06742994280202128,0.5,-0.23203319311141968,True,mean,A,4
79,O=N(O)->[Ga+3],Ga,2.11,4.559393644332886,0.7839854423000542,0.17194949667803122,0.75,-0.026148200035095215,True,both,C,4
80,C1#N->[Ga+3]<-S1,Ga,1.36,3.5902520656585692,0.24209049143219608,0.06742994280202128,0.5,-0.23203319311141968,True,mean,A,4
81,O=C(O)CN1CCN2(CC(=O)O)->[In+3]<-N(CC(=O)O)(CC1)CC2,In,25.9,6.14173469543457,0.45730191343648235,0.07445810281847824,0.5909090909090909,-0.0738611871545965,True,mean,A,22
82,O=C(O)CN1CCN2(CC(=O)O)->[In+3]<-N(CC(=O)O)(CCOCC2)CC1,In,25.5,6.452495193481445,0.5525868912431144,0.08563925654704224,0.4,0.010690574645996093,False,none,B,25
83,O=C(O)CN1(CC(=O)O)->[In+3]<-N(CC(=O)O)(CC(=O)O)CC1,In,24.9,7.8278453826904295,0.46414014857255087,0.05929347424246466,0.6666666666666666,0.22973930268060594,True,mean,A,21
84,O=C(O)CN1CCN(CC(=O)O)CCN2(CC(=O)O)->[In+3]<-N(CC(=O)O)(CC1)CC2,In,23.9,7.321455192565918,0.6774089150954888,0.09252380807893469,0.4827586206896552,-0.008013741723422346,False,none,B,29
85,O=C(O)CN1CCN(CC(=O)O)CCN2(CC(=O)O)->[In+3]<-N(CC(=O)O)(CCOCC2)CC1,In,22.88,7.866575241088867,0.5743117000683007,0.07300657305971514,0.78125,0.22876626253128052,True,both,A,32
86,O=S1(=O)(O)->[In+3]<-n2cccc3c1cc(I)c(O)c32,In,15.1,6.684914302825928,0.3770015957681444,0.05639587565225387,0.47058823529411764,-0.032515862408806294,True,mean,A,17
87,ON12->[In+3]<-O=C1C=CC=C2,In,13.97,4.636700439453125,0.6918166685784791,0.14920452110554622,0.7777777777777778,-0.062340365515814886,True,both,C,9
88,O=C(O)CN1(CC(=O)O)->[In+3]<-O=C(O)C1,In,13.81,6.296876525878906,0.44344644870956623,0.07042324029812079,0.5714285714285714,0.013548544475010462,False,none,B,14
89,C1CS->[In+3]<-N1,In,12.54,6.802373027801513,0.36707464635444,0.05396273401270326,0.4,-0.15326852798461915,False,none,B,5
90,CCC1C(O)=C(O)C=CN1(->[In+3])CC,In,12.04,6.690189456939697,0.3188858817835563,0.04766470125188723,0.5384615384615384,0.0027322769165039062,False,none,B,13
91,Oc1cccc2cccn(->[In+3])c12,In,12.0,6.604637622833252,0.7892713427659304,0.11950259618140101,0.6666666666666666,0.04185871283213297,False,none,D,12
92,CC1C(O)=C(O)C=CN1(C)->[In+3],In,11.85,6.930231189727783,0.3473128401240804,0.05011562105444317,0.6363636363636364,0.06504474986683238,True,mean,A,11
93,O=C(O)CN1->[In+3]<-O=C(O)C1,In,10.2,5.350814628601074,0.3725253863136763,0.06962031245157711,0.7,-0.0696990966796875,True,both,A,10
94,O=C(O)CN1->[In+3]<-O=C(O)C1,In,10.14,5.350814628601074,0.3725253863136763,0.06962031245157711,0.7,-0.0696990966796875,True,both,A,10
95,[OH-]->[In+3],In,10.07,3.155058670043945,0.25277892695226206,0.08011861375266953,0.5,-0.08454692363739014,True,mean,A,2
96,[OH-]->[In+3],In,9.98,3.155058670043945,0.25277892695226206,0.08011861375266953,0.5,-0.08454692363739014,True,mean,A,2
97,[OH-]->[In+3],In,9.9,3.155058670043945,0.25277892695226206,0.08011861375266953,0.5,-0.08454692363739014,True,mean,A,2
98,[OH-]->[In+3],In,9.47,3.155058670043945,0.25277892695226206,0.08011861375266953,0.5,-0.08454692363739014,True,mean,A,2
99,CN12->[In+3]<-O=C1C(O)=CC=C2,In,9.35,6.034793853759766,0.39846815209403535,0.06602846124491624,0.7,-0.07167892456054688,True,both,A,10
100,ON1(c2ccccc2)->[In+3]<-O=C1c1ccccc1,In,9.2,4.453304672241211,0.313515441293549,0.07040062703272587,0.5882352941176471,-0.05385802773868337,True,mean,A,17
101,CC1=O->[In+3]<-O=C(C)C1,In,7.6,5.45151538848877,0.6296348603840891,0.1154972178403099,0.75,-0.21787917613983154,True,both,C,8
102,[OH-]->[In+3],In,7.04,3.155058670043945,0.25277892695226206,0.08011861375266953,0.5,-0.08454692363739014,True,mean,A,2
103,OC1=O->[In+3]<-O=C1O,In,6.02,6.2810060501098635,0.22693447973342576,0.03613027561555308,0.14285714285714285,0.7812232289995465,False,none,B,7
104,OC1=O->[In+3]<-O=C(O)C1,In,5.97,5.7416181564331055,0.25943878164969697,0.045185655782248924,0.25,0.21442240476608276,False,none,B,8
105,OC1=O->[In+3]<-n2ccccc21,In,5.81,5.057602405548096,0.5048045616798518,0.09981104112219073,0.6,-0.008917093276977539,True,mean,A,10
106,c1cc2ccc3cccn4->[In+3]<-n(c1)c2c34,In,5.7,5.089667797088623,0.18405540308315052,0.036162557247534574,0.6666666666666666,-0.0055853525797526045,True,mean,A,15
107,OC1=O->[In+3]<-O=C1O,In,5.3,6.2810060501098635,0.22693447973342576,0.03613027561555308,0.14285714285714285,0.7812232289995465,False,none,B,7
108,OC1=O->[In+3]<-O=C(O)C=C1,In,5.05,5.780235481262207,0.2791971849411043,0.048302043376291154,0.3333333333333333,-0.04866382810804579,True,mean,A,9
109,OC1=O->[In+3]<-O=C(O)COC1,In,5.0,6.149598026275635,0.4855459240196312,0.07895571742169481,0.3,0.14952311515808106,False,none,B,10
110,c1ccn2->[In+3]<-n3ccccc3-c2c1,In,4.75,3.5717417716979982,0.8419816706441351,0.23573419481662553,0.6153846153846154,-0.15583115357619065,True,mean,C,13
111,C1#N->[In+3]<-S1,In,3.3,3.5608285427093507,0.22466613203442243,0.06309377981549183,0.5,-0.21095556020736694,True,mean,A,4
112,[N-]=[N+]=N->[In+3],In,3.3,3.0574843883514404,0.45870284526823785,0.15002622646768934,0.5,-0.1878281831741333,True,mean,C,4
113,[N-]=[N+]=N->[In+3],In,3.19,3.0574843883514404,0.45870284526823785,0.15002622646768934,0.5,-0.1878281831741333,True,mean,C,4
114,O=N(O)->[In+3],In,2.6,4.517270898818969,0.8219216769132285,0.18195093792761424,0.75,-0.13268649578094482,True,both,C,4
115,C1#N->[In+3]<-S1,In,2.56,3.5608285427093507,0.22466613203442243,0.06309377981549183,0.5,-0.21095556020736694,True,mean,A,4
116,O=S1(=O)(O)->[Tl+3]<-n2cccc3c1cc(I)c(O)c32,Tl,18.9,6.65827751159668,0.3474224762016347,0.05217903212903505,0.47058823529411764,-0.00255890453563017,True,mean,A,17
117,[OH-]->[Tl+3],Tl,13.4,3.2216896057128905,0.5091738565600684,0.1580455968375014,0.5,-0.05968332290649414,True,mean,C,2
118,[OH-]->[Tl+3],Tl,13.1,3.2216896057128905,0.5091738565600684,0.1580455968375014,0.5,-0.05968332290649414,True,mean,C,2
119,[OH-]->[Tl+3],Tl,12.8,3.2216896057128905,0.5091738565600684,0.1580455968375014,0.5,-0.05968332290649414,True,mean,C,2
120,[OH-]->[Tl+3],Tl,12.7,3.2216896057128905,0.5091738565600684,0.1580455968375014,0.5,-0.05968332290649414,True,mean,C,2
121,[OH-]->[Tl+3],Tl,12.5,3.2216896057128905,0.5091738565600684,0.1580455968375014,0.5,-0.05968332290649414,True,mean,C,2
122,c1cc2ccc3cccn4->[Tl+3]<-n(c1)c2c34,Tl,11.57,5.030883407592773,0.2962635459287087,0.05888897076835017,0.6666666666666666,-0.010772418975830079,True,mean,A,15
123,c1ccn2->[Tl+3]<-n3ccccc3-c2c1,Tl,9.4,3.5423997402191163,0.8011701383712376,0.22616593188934714,0.6153846153846154,-0.1310613338763897,True,mean,C,13
124,C1COCCN23->[Tl+]<-N(CCO1)(CCOCCOCC2)CCOCC3,Tl,6.8,4.612708854675293,0.8254472906969397,0.17895065929866633,0.2916666666666667,0.041885813077290855,False,none,D,24
125,O=C(O)CN1(CC(=O)O)->[Tl+]<-N(CC(=O)O)(CC(=O)O)CC1,Tl,6.41,7.857168483734131,0.4088121309787111,0.05203046515103143,0.6666666666666666,0.38952950068882536,True,mean,A,21
126,CN12->[Tl+]<-N3(CCOCCOCCN(CCOCCOCC3)CC1)CCOCC2,Tl,6.3,5.051662349700928,0.6860026979511102,0.13579741686253505,0.5357142857142857,-0.011094893727983748,True,mean,C,28
127,CC(O)=O->[Tl+3],Tl,6.17,4.077749443054199,0.2899411593212734,0.0711032306840584,0.8,-0.657725191116333,True,both,A,5
128,C1COCCN23->[Tl+]<-N(CCO1)(CCOCCOCC2)CCOCCOCC3,Tl,6.0,4.561380243301391,0.8351698433154952,0.18309586107011858,0.25925925925925924,0.02873779226232458,False,none,D,27
129,CN12->[Tl+]<-N(C)(CCN3CCOCCOCCN(CCOCCOCC3)CC1)CC2,Tl,5.5,5.6483251571655275,0.7272792899606529,0.12876016690328432,0.4482758620689655,0.03644366099916656,False,none,D,29
130,C1COCCN23->[Tl+]<-N(CCO1)(CCOCC2)CCOCC3,Tl,5.0,4.6804803848266605,0.8129485351015495,0.17368912339361436,0.3333333333333333,0.058148701985677086,False,none,D,21
131,C1CN2CCOCCOCCN3(->[Tl+]<-N(CCN1)CC3)CCOCCOCC2,Tl,4.2,5.906853199005127,0.7504002179376205,0.12703891440268197,0.5925925925925926,-0.02572121443571868,True,mean,C,27
132,CN1CCN(C)CCN2CCOCCOCCN(CC1)CCN1(C)->[Tl+]<-N(C)(CC2)CC1,Tl,4.1,6.660248756408691,0.5307190771452429,0.07968457283739877,0.4838709677419355,0.042855647302442984,False,none,B,31
133,C1CCN23->[Tl+]<-N(CC1)(CCOCCOCC2)CCOCCOCC3,Tl,4.1,4.706112098693848,0.552530564091971,0.11740701294500028,0.5,-0.005709350109100342,True,mean,C,24
134,CN12->[Tl+]<-N(C)(CCN3CCOCCN(CCOCC3)CC1)CC2,Tl,3.9,6.03480167388916,0.725309697514513,0.12018782666093537,0.4782608695652174,0.060319651728091034,False,none,D,23
135,O=C(O)C(C(=O)O)N1->[Tl+]<-N(C(C(=O)O)C(=O)O)CC1,Tl,3.8,6.112036323547363,0.38739708801525863,0.06338265473370376,0.3684210526315789,0.012629609358938117,False,none,B,19
136,O=C(O)CC(C(=O)O)N1->[Tl+]<-N(C(CC(=O)O)C(=O)O)CC1,Tl,3.3,6.078324222564698,0.47599062477062143,0.07830951547526716,0.6190476190476191,-0.0016432943798246839,True,mean,A,21
137,O=C(O)C(C(=O)O)N1->[Tl+]<-N(C(C(=O)O)C(=O)O)CC(O)C1,Tl,3.29,5.991801357269287,0.27969739596443444,0.04668001812595206,0.47619047619047616,-0.025016353243873232,True,mean,A,21
138,O=C(O)CC(C(=O)O)N1->[Tl+]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,Tl,3.12,5.9504618644714355,0.3732106365449594,0.06271960816576223,0.6956521739130435,-0.03939527014027471,True,mean,A,23
139,C1COCCN2->[Tl+]<-N(CCO1)CCOCC2,Tl,2.4,4.551570129394531,0.8665730132373097,0.19038990691165839,0.0625,0.06739458441734314,False,none,D,16
140,C1COCCN2->[Tl+]<-N(CCO1)CCOCCOCC2,Tl,2.4,4.488104391098022,0.8705158318159063,0.19396069163242727,0.05263157894736842,0.0464771170365183,False,none,D,19
141,OC1=O->[Tl+]<-NC1,Tl,1.51,5.698840808868408,0.3000809617657871,0.0526564913515057,0.3333333333333333,0.13997101783752441,False,none,B,6
142,CC1N->[Tl+]<-O=C1O,Tl,1.48,5.894326686859131,0.20479378067693685,0.03474421957871899,0.42857142857142855,-0.17020865849086217,True,mean,A,7
143,O=C(O)C1(O)CC(O)=O->[Tl+]<-O=C(O)C1,Tl,1.48,7.387188816070557,0.36830098110757525,0.04985671684827522,0.5714285714285714,0.22783960614885604,True,mean,A,14
144,C1COCCOCCS2->[Tl+]<-S(CCOCCO1)CC2,Tl,1.38,4.462947177886963,0.535185453722224,0.11991749675505103,0.47368421052631576,-0.021263599395751953,True,mean,C,19
145,O=C(O)C1(O)CC(O)=O->[Tl+]<-O=C(O)C1,Tl,1.04,7.387188911437988,0.36830102881080024,0.04985672266219422,0.5714285714285714,0.22783960614885604,True,mean,A,14
146,C1COCCS2->[Tl+]<-S(CCO1)CCOCCOCC2,Tl,0.9,4.345871829986573,0.6239001345559018,0.1435615588685756,0.47368421052631576,-0.02468126698544151,True,mean,C,19
147,O=[N+]1[O-]->[Tl+3]<-[O-]1,Tl,0.9,2.947584533691406,0.44799302512555256,0.15198648927788636,1.0,-0.4435893535614014,True,both,C,5
148,O=S1(O)(=S)->[Tl+]<-[O-]1,Tl,0.86,3.076050281524658,0.2904180224714182,0.09441263825098177,0.8333333333333334,-0.29682056109110516,True,both,A,6
149,O=N(O)->[TlH+],Tl,0.83,4.604311990737915,0.9485594819238256,0.20601546633502646,0.25,0.008072376251220703,False,none,D,4
150,[TlH+]<-S1CCOCCOCCOCCOCC1,Tl,0.8,4.250330686569214,0.6822624324965754,0.16051984723270665,0.5,-0.04930707812309265,True,mean,C,16
151,[OH-]->[TlH+],Tl,0.79,3.2378828525543213,0.41140590075052225,0.12706015612206903,0.5,-0.6733293533325195,True,mean,C,2
152,O=C(O)C1(O)CC(O)=O->[Tl+]<-O=C(O)C1,Tl,0.65,7.387188720703125,0.3683009334044428,0.04985671103436861,0.5714285714285714,0.22783964020865305,True,mean,A,14
153,C1#N->[Tl+]<-S1,Tl,0.58,3.731350374221802,0.17748868154361527,0.04756687626276097,0.5,-0.21323418617248535,True,mean,A,4
