idx,smiles,metal_type,logK1_true,logK1_pred,uncertainty,cv,agreement_ratio,mean_attr,is_agreed,criterion_used,scenario,n_nodes
21,C#N->[Mn+2],Mn,1.9,1.9178618907928466,0.09370269333686894,0.048857894192856674,0.6666666666666666,-0.5450283090273539,True,mean,A,3
22,C#N->[Zn+2],Zn,5.085,4.957173252105713,0.3184731847268729,0.06424491711916495,0.6666666666666666,1.1459529201189678,False,none,B,3
23,C(CCCCN12->[Cu+2]<-N(CCNCC1)CC2)CCCN1CCNCCNCC1,Cu,21.7,22.11180191040039,0.6221168751674336,0.028135060077343493,0.5925925925925926,0.8695263332790799,True,mean,A,27
24,C(CCCCN12->[Zn+2]<-N(CCNCC1)CC2)CCCN1CCNCCNCC1,Zn,14.84,15.079319381713868,0.2787261002487755,0.01848399740022592,0.5185185185185185,0.5034045466670284,True,mean,A,27
25,C(CCCN12->[Zn+2]<-N(CCNCC1)CC2)CCN1CCNCCNCC1,Zn,15.2,16.032758522033692,0.15970439903177827,0.009961130445038375,0.52,0.5672730255126953,True,mean,A,25
26,C(CCCN1CCNCCNCC1)CCCN12->[Cu+2]<-N(CCNCC1)CC2,Cu,21.2,22.3704532623291,0.44296715558240957,0.019801438548782004,0.5769230769230769,0.8965155528141902,True,mean,A,26
27,C(CCCN1CCNCCNCC1)CCCN12->[Zn+2]<-N(CCNCC1)CC2,Zn,15.2,15.490384483337403,0.22069318637967744,0.014247108366940231,0.5384615384615384,0.5165517880366399,True,mean,A,26
28,C(CCN12->[Cu+2]<-N(CCNCC1)CC2)CN1CCNCCNCC1,Cu,23.02,23.441737365722656,0.2912998298576329,0.012426546092252612,0.6086956521739131,0.9911008088485055,True,mean,A,23
29,C(CCN12->[Ni+2]<-N(CCNCC1)CC2)CN1CCNCCNCC1,Ni,20.8,21.821363067626955,1.3315440938333134,0.06102020711110954,0.5217391304347826,1.9661364348038384,True,mean,A,23
30,C(CCN12->[Zn+2]<-N(CCNCC1)CC2)CN1CCNCCNCC1,Zn,17.76,17.66684913635254,0.15268052568439006,0.008642204645888099,0.5217391304347826,0.7544697885927947,True,mean,A,23
31,C(CCN1CCNCCNCC1)CCN12->[Cd+2]<-N(CCNCC1)CC2,Cd,18.2,18.47701644897461,0.30561240467590933,0.01654013815054375,0.5833333333333334,1.158367355664571,True,mean,A,24
32,C(CCN1CCNCCNCC1)CCN12->[Co+2]<-N(CCNCC1)CC2,Co,16.9,16.838364791870116,0.380598395532848,0.02260304965697193,0.4583333333333333,0.8923665285110474,True,mean,A,24
33,C(CCN1CCNCCNCC1)CCN12->[Cu+2]<-N(CCNCC1)CC2,Cu,21.35,22.997219848632813,0.1741028163334834,0.007570602771962187,0.625,0.9599931240081787,True,mean,A,24
34,C(CCN1CCNCCNCC1)CCN12->[Pb+2]<-N(CCNCC1)CC2,Pb,18.3,17.82272605895996,0.6000235136674202,0.03366620300858927,0.5833333333333334,1.1202045281728108,True,mean,A,24
35,C(CCN1CCNCCNCC1)CCN12->[Zn+2]<-N(CCNCC1)CC2,Zn,16.505,16.7677791595459,0.09110389448191493,0.005433271372139313,0.5416666666666666,0.6454066832860311,True,mean,A,24
36,C(CN1->[Cd+2]<-N(CCc2nnn[nH]2)CC1)c1nnn[nH]1,Cd,10.7,10.593815231323243,0.33332811296521,0.03146440689088505,0.3157894736842105,-0.1308931551481548,False,none,B,19
37,C(CN1->[Cd+2]<-n2nn[nH]c2CC1)c1nnn[nH]1,Cd,6.66,6.00998067855835,0.6344967324257849,0.1055738389791272,0.625,-0.1221640408039093,True,mean,C,16
38,C(CN1->[Co+2]<-N(CCc2nnn[nH]2)CC1)c1nnn[nH]1,Co,14.39,16.047336196899415,2.649362573765621,0.16509672018197744,0.5263157894736842,0.1145222312525699,True,mean,C,19
39,C(CN1->[Co+2]<-n2nn[nH]c2CC1)c1nnn[nH]1,Co,5.8,6.421828937530518,1.1844028516340865,0.18443388373554884,0.875,-0.360723614692688,True,both,C,16
40,C(CN1->[Cu+2]<-N(CCc2nnn[nH]2)CC1)c1nnn[nH]1,Cu,17.3,17.752243041992188,0.5332376344635942,0.030037761042491524,0.6842105263157895,0.7445466894852487,True,mean,A,19
41,C(CN1->[Cu+2]<-n2nn[nH]c2CC1)c1nnn[nH]1,Cu,9.55,9.198963165283203,0.3550170675345852,0.03859316111563704,0.5625,0.12353181838989258,True,mean,A,16
42,C(CN1->[Hg+2]<-N(CCc2nnn[nH]2)CC1)c1nnn[nH]1,Hg,12.5,13.010630798339843,1.0761705575863494,0.08271471032162936,0.3157894736842105,-0.0606614163047389,False,none,B,19
43,C(CN1->[Ni+2]<-N(CCc2nnn[nH]2)CC1)c1nnn[nH]1,Ni,15.25,14.996172523498535,0.25355483121215494,0.016907969737934292,0.3157894736842105,0.15057503549676193,True,mean,A,19
44,C(CN1->[Ni+2]<-n2nn[nH]c2CC1)c1nnn[nH]1,Ni,6.55,6.539659023284912,0.09607707099638761,0.01469144960835091,0.625,-0.18030816316604614,True,mean,A,16
45,C(CN1->[Zn+2]<-N(CCc2nnn[nH]2)CC1)c1nnn[nH]1,Zn,11.17,12.088151550292968,1.55466097477098,0.12861031467902975,0.10526315789473684,-0.07219445077996504,False,none,D,19
46,C(CN1->[Zn+2]<-n2nn[nH]c2CC1)c1nnn[nH]1,Zn,7.46,7.012829685211182,0.34020425699965023,0.04851169531709588,0.5,-0.004071176052093506,False,none,B,16
47,C(CN1CCNCCNCC1)CN12->[Cu+2]<-N(CCNCC1)CC2,Cu,26.36,24.501148986816407,0.4879275533357567,0.019914476402649567,0.5,1.1167892976240679,True,mean,A,22
48,C(CN1CCNCCNCC1)CN12->[Ni+2]<-N(CCNCC1)CC2,Ni,25.15,24.045330429077147,1.4908592538266188,0.06200202813697984,0.5,2.2108680551702324,True,mean,A,22
49,C(CN1CCNCCNCC1)CN12->[Zn+2]<-N(CCNCC1)CC2,Zn,18.99,19.144698333740234,0.4380436024778843,0.022880674056163373,0.5,0.8963704109191895,True,mean,A,22
50,C(Cc1nnn[nH]1)NCCN1->[Cd+2]<-N(CCc2nnn[nH]2)CC1,Cd,13.24,13.013253784179687,0.6271402089947014,0.04819242131104217,0.36363636363636365,0.12538862228393555,True,mean,A,22
51,C(Cc1nnn[nH]1)NCCN1->[Co+2]<-N(CCc2nnn[nH]2)CC1,Co,21.35,19.171604919433594,2.0736667310276062,0.1081634396150946,0.5,0.45022470300847833,True,mean,C,22
52,C(Cc1nnn[nH]1)NCCN1->[Cu+2]<-N(CCc2nnn[nH]2)CC1,Cu,22.98,21.82389106750488,0.6188675688413837,0.028357343194535044,0.7727272727272727,0.7125825014981356,True,both,A,22
53,C(Cc1nnn[nH]1)NCCN1->[Fe+2]<-N(CCc2nnn[nH]2)CC1,Fe,15.72,14.48784351348877,2.864524671645879,0.19771918912423997,0.5,0.06621079011396928,True,mean,C,22
54,C(Cc1nnn[nH]1)NCCN1->[Hg+2]<-N(CCc2nnn[nH]2)CC1,Hg,20.25,18.57152214050293,1.1184261498591395,0.06022264310903984,0.45454545454545453,0.3588385148481889,True,mean,A,22
55,C(Cc1nnn[nH]1)NCCN1->[Ni+2]<-N(CCc2nnn[nH]2)CC1,Ni,19.0,19.044807052612306,0.4972270241316838,0.026108273124430578,0.36363636363636365,0.4358492764559659,True,mean,A,22
56,C(Cc1nnn[nH]1)NCCN1->[Zn+2]<-N(CCc2nnn[nH]2)CC1,Zn,17.52,15.002236938476562,1.763610272239384,0.11755648704069022,0.36363636363636365,0.1415439952503551,True,mean,C,22
57,C(\c1ccccn1)=N1->[Cd+2]<-N/1c1ccccn1,Cd,5.43,5.288271236419678,0.35145248914764066,0.06645886215654566,0.6875,-0.0897568017244339,True,mean,A,16
58,C(\c1ccccn1)=N1->[Cu+2]<-N/1c1ccccn1,Cu,11.0,12.564448928833007,2.866950957410595,0.22817960211780483,0.5625,0.3501899242401123,True,mean,C,16
59,C(\c1ccccn1)=N1->[Mn+2]<-N/1c1ccccn1,Mn,3.68,3.8774744987487795,0.6263217311466083,0.16152826571747042,0.75,-0.3931109458208084,True,both,C,16
60,C(\c1ccccn1)=N1->[Zn+2]<-N/1c1ccccn1,Zn,6.21,6.463501071929931,0.7452497508057582,0.11530124966518102,0.5625,0.055394649505615234,False,none,D,16
61,C/C(c1ccccc1O)=N1->[Ce+3]<-O=C(O)[C@@H]/1C,Ce,7.82,8.128395080566406,0.6470248281685315,0.07960056342677738,0.4375,-0.1821911334991455,False,none,B,16
62,C/C(c1ccccc1O)=N1->[Gd+3]<-O=C(O)[C@@H]/1C,Gd,9.46,9.777002716064453,0.6447899598833196,0.06594965539120434,0.4375,-0.03710144758224487,False,none,B,16
63,C/C(c1ccccc1O)=N1->[La+3]<-O=C(O)[C@@H]/1C,La,6.97,7.112791538238525,0.40124353335108015,0.056411541262524845,0.5,-0.038150906562805176,False,none,B,16
64,C/C(c1ccccc1O)=N1->[Nd+3]<-O=C(O)[C@@H]/1C,Nd,8.67,8.512566757202148,0.1503623539248411,0.017663574126760936,0.4375,0.09645006060600281,True,mean,A,16
65,C/C(c1ccccc1O)=N1->[Pr+3]<-O=C(O)[C@@H]/1C,Pr,8.31,8.614548683166504,0.7274866608350351,0.08444860985655586,0.4375,-0.045820653438568115,False,none,B,16
66,C/C(c1ccccc1O)=N1->[Sm+3]<-O=C(O)[C@@H]/1C,Sm,9.11,8.836741065979004,0.31863474972287853,0.0360579479860065,0.5625,0.05954575538635254,True,mean,A,16
67,C/C=C/C(O)=O->[Ag],Ag,-1.05,0.008780229091644286,0.7147363402436914,81.40292614048886,0.5714285714285714,-0.3164548873901367,True,mean,C,7
68,C/C=C/C(O)=O->[Cd+2],Cd,1.97,1.8257789611816406,0.16798628323043635,0.09200800688475233,0.5714285714285714,-0.6658167498452323,True,mean,A,7
69,C/C=C/C(O)=O->[Ce+3],Ce,3.5,3.552629804611206,0.12910084221878257,0.03633951447775774,0.5714285714285714,0.05475361006600516,False,none,B,7
70,C/C=C/C(O)=O->[Eu+3],Eu,1.78,2.927899885177612,0.10145221107999779,0.03465016396004384,0.5714285714285714,-0.4835478237697056,True,mean,A,7
71,C/C=C/C(O)=O->[La+3],La,3.335,3.2354143619537354,0.13056345375992545,0.04035447678518787,0.5714285714285714,-0.06357029506138392,True,mean,A,7
72,C/C=C/C(O)=O->[Nd+3],Nd,3.83,3.7937105655670167,0.12893218506485007,0.033985772724751756,0.7142857142857143,-0.10310377393450056,True,both,A,7
73,C/C=C/C(O)=O->[PbH+2],Pb,2.0,2.345838165283203,0.2781045278594631,0.11855230764646064,0.5714285714285714,-0.46939642088753836,True,mean,C,7
74,C/C=C/C(O)=O->[Pr+3],Pr,3.69,3.7805273056030275,0.19376453490084392,0.051253309191463904,0.7142857142857143,0.007794005530221122,True,ratio,A,7
75,C/C=C/C(O)=O->[Sm+3],Sm,3.98,3.7510746479034425,0.4395997619914441,0.11719301886917821,0.7142857142857143,0.02805403300694057,True,ratio,C,7
76,C1#N->[Ac+3]<-S1,Ac,0.05,0.49105421304702757,0.48028537768474683,0.9780699664595904,0.25,-0.06288941204547882,True,mean,C,4
77,C1#N->[Ac+3]<-[S-]1,Ac,-0.35,0.38109005689620973,0.5556012730127061,1.457926447983986,0.25,-0.003370136022567749,True,mean,C,4
78,C1#N->[Ag]<-NC1,Ag,1.9,1.8423502683639525,0.06337566878254354,0.034399359269951704,0.6,-0.17706737518310547,True,mean,A,5
79,C1#N->[Ag]<-S1,Ag,4.7,1.7060149908065796,0.47778089907278914,0.28005668276508,0.75,-1.5677889734506607,True,both,C,4
80,C1#N->[Am+3]<-S1,Am,0.59,0.5508506178855896,0.32330620371672086,0.5869217410660521,0.5,-0.06537257134914398,True,mean,C,4
81,C1#N->[Am+3]<-[S-]1,Am,0.5,0.5863906502723694,0.2600319391368388,0.44344489294987566,0.25,-0.06011281907558441,True,mean,C,4
82,C1#N->[Bi+3]<-S1,Bi,1.845,2.0051111936569215,0.4383818491328712,0.21863218883804167,0.5,0.025910183787345886,False,none,D,4
83,C1#N->[Bi+3]<-[S-]1,Bi,1.265,1.546913981437683,0.5483021079763157,0.3544489962310189,0.5,-0.06384254992008209,True,mean,C,4
84,C1#N->[Bk+3]<-S1,Bk,0.67,0.7755058884620667,0.08595845751965474,0.11084178572792272,0.5,-0.05381765961647034,True,mean,C,4
85,C1#N->[Bk+3]<-[S-]1,Bk,0.675,0.7971674084663392,0.12011434195464855,0.1506764334303821,0.5,-0.10130728781223297,True,mean,C,4
86,C1#N->[Cd+2]<-S1,Cd,1.35,1.3025346755981446,0.0949462464335225,0.07289345014167985,0.5,-0.5734958201646805,True,mean,A,4
87,C1#N->[Cd+2]<-[S-]1,Cd,1.325,1.172289252281189,0.11949465356223961,0.10193273829791732,0.75,-0.6668491214513779,True,both,C,4
88,C1#N->[Ce+3]<-S1,Ce,0.59,0.53860422372818,0.3082879708871864,0.5723831290316275,0.25,-0.02129460871219635,True,mean,C,4
89,C1#N->[Ce+3]<-[S-]1,Ce,0.145,0.4908024430274963,0.3173092831562975,0.6465112137563683,0.0,0.0,False,none,D,4
90,C1#N->[Cf+3]<-S1,Cf,0.53,0.6992615103721619,0.1559386068332296,0.22300470499260822,0.5,-0.07984988391399384,True,mean,C,4
91,C1#N->[Cf+3]<-[S-]1,Cf,0.49,0.6545071721076965,0.18357748526108597,0.28048200704954085,0.5,-0.006629869341850281,True,mean,C,4
92,C1#N->[Cm+3]<-S1,Cm,0.455,0.7209022164344787,0.18467718290921006,0.2561750799194484,0.5,-0.186790332198143,True,mean,C,4
93,C1#N->[Cm+3]<-[S-]1,Cm,0.445,0.8941054224967957,0.22733929856894744,0.2542645339674832,0.25,-0.0699215978384018,True,mean,C,4
94,C1#N->[Co+2]<-S1,Co,1.19,1.0391833066940308,0.1356810867348521,0.1305651138358798,0.5,-0.19967404007911682,True,mean,C,4
95,C1#N->[Co+2]<-[S-]1,Co,0.99,0.940567147731781,0.11054470256375376,0.11752983594030174,0.5,-0.332030713558197,True,mean,C,4
96,C1#N->[Co+3]<-[S-]1,Co,1.077,1.0187471985816956,0.1241097425940427,0.12182584920658318,0.5,-0.32024961709976196,True,mean,C,4
97,C1#N->[Cr+3]<-[S-]1,Cr,1.87,1.8582376718521119,0.10444556074837066,0.05620678255019414,0.25,0.07875809073448181,False,none,B,4
98,C1#N->[Cu+2]<-S1,Cu,1.895,1.913542890548706,0.12708496113819273,0.06641343748597728,0.5,-0.6921813637018204,True,mean,A,4
99,C1#N->[Cu+2]<-[S-]1,Cu,1.74,1.4384371995925904,0.30508863464863534,0.21209729193255417,0.5,-0.43001051247119904,True,mean,C,4
100,C1#N->[Dy+3]<-S1,Dy,0.25,0.4908303141593933,0.3203931233707852,0.6527574074545445,0.25,-0.003622189164161682,True,mean,C,4
101,C1#N->[Er+3]<-S1,Er,0.3,0.5680256485939026,0.25547216046308036,0.44975462128423105,0.5,-0.13116633892059326,True,mean,C,4
102,C1#N->[Eu+3]<-S1,Eu,0.38,0.5912236571311951,0.23350723570637458,0.3949558392832686,0.25,-0.012901782989501953,True,mean,C,4
103,C1#N->[Eu+3]<-[S-]1,Eu,0.32,0.5495357155799866,0.2722511370361101,0.4954202780956156,0.25,-0.02025558054447174,True,mean,C,4
104,C1#N->[Fe+2]<-[S-]1,Fe,1.61,1.5946826934814453,0.10436041612112384,0.06544274704160016,0.75,-0.015699774026870728,True,both,A,4
105,C1#N->[Fe+3]<-S1,Fe,2.19,2.110626769065857,0.06682132644874485,0.031659470744948105,0.25,-0.31351935863494873,True,mean,A,4
106,C1#N->[Fe+3]<-[S-]1,Fe,2.17,2.1081873416900634,0.09262826886815796,0.04393739922273747,0.5,0.06198471784591675,False,none,B,4
107,C1#N->[Hg+2]<-NC1,Hg,5.69,5.6339319229125975,0.1223603669004023,0.021718467417537617,0.4,-0.09097766876220703,True,mean,A,5
108,C1#N->[Hg+2]<-S1,Hg,9.36,9.310893440246582,0.33343201563487673,0.035810958182982536,0.75,1.0663096904754639,True,both,A,4
109,C1#N->[Hg+2]<-[S-]1,Hg,9.08,9.093522834777833,0.21126719477520936,0.02323271174590622,1.0,0.862163782119751,True,both,A,4
110,C1#N->[Ho+3]<-S1,Ho,0.24,0.5525100827217102,0.2651641962861088,0.47992643859074596,0.5,-0.12083141505718231,True,mean,C,4
111,C1#N->[La+3]<-S1,La,0.22,0.47981072664260865,0.3332950980412457,0.6946386971659004,0.25,-0.03937087953090668,True,mean,C,4
112,C1#N->[La+3]<-[S-]1,La,0.12,0.4962633728981018,0.31908615560802406,0.6429774451106677,0.0,0.0,False,none,D,4
113,C1#N->[Lu+3]<-S1,Lu,0.325,0.6462512612342834,0.21592877406765051,0.3341251104953287,0.5,-0.20606225728988647,True,mean,C,4
114,C1#N->[Lu+3]<-[S-]1,Lu,0.33,0.6200856804847718,0.21162331794931136,0.3412807691089852,0.5,-0.058254778385162354,True,mean,C,4
115,C1#N->[Mg+2]<-S1,Mg,-0.9,-0.11538649797439575,0.8136430443608004,7.051458001102934,0.5,-0.0019342005252838135,True,mean,C,4
116,C1#N->[Mg+2]<-[S-]1,Mg,-1.0,-0.17939697504043578,0.8655055122561961,4.824526790717138,0.5,-0.05461283028125763,True,mean,C,4
117,C1#N->[Mn+2]<-S1,Mn,0.75,0.8201015591621399,0.050735909535532656,0.061865398216493096,0.25,-0.1895841807126999,True,mean,A,4
118,C1#N->[Mn+2]<-[S-]1,Mn,0.72,0.8128254771232605,0.06548180471858384,0.08056071882778089,0.5,-0.1312617063522339,True,mean,A,4
119,C1#N->[Nd+3]<-S1,Nd,-0.05,0.44155389070510864,0.3807534649813594,0.8623034990663128,0.25,-0.04137168824672699,True,mean,C,4
120,C1#N->[Nd+3]<-[S-]1,Nd,0.305,0.5907888054847718,0.23343779156776306,0.3951290027850404,0.5,-0.020653337240219116,True,mean,C,4
121,C1#N->[Ni+2]<-S1,Ni,1.285,1.2774281263351441,0.09769590413471452,0.07647859172711151,0.5,-0.5029551684856415,True,mean,A,4
122,C1#N->[Ni+2]<-[S-]1,Ni,1.18,1.1332103848457336,0.11932113329115943,0.10529477569816206,0.5,-0.6795236468315125,True,mean,C,4
123,C1#N->[Ni+2]<-n2cccc1c2,Ni,1.34,1.310020637512207,0.06742265980062134,0.051466868437019635,0.4444444444444444,-0.03820902771419949,True,mean,A,9
124,C1#N->[Np+4]<-[S-]1,Np,1.5,1.2861310482025146,0.20576482506908658,0.1599874486792475,0.5,-0.2185971736907959,True,mean,C,4
125,C1#N->[Pb+2]<-S1,Pb,0.66,0.7868062615394592,0.08589385847819081,0.1091677362990624,0.5,-0.33471035957336426,True,mean,C,4
126,C1#N->[Pb+2]<-[S-]1,Pb,0.5,0.6947462439537049,0.16767467086707125,0.2413466389006407,0.5,-0.1357094943523407,True,mean,C,4
127,C1#N->[Pm+3]<-S1,Pm,0.18,0.573447048664093,0.2802398208335037,0.48869345737562464,0.5,-0.19977499544620514,True,mean,C,4
128,C1#N->[Pr+3]<-S1,Pr,0.11,0.5492541909217834,0.2706780563834681,0.49281017943477834,0.5,-0.14923237264156342,True,mean,C,4
129,C1#N->[Pr+3]<-[S-]1,Pr,0.27,0.569403064250946,0.25447297772617555,0.44691185155621993,0.5,-0.02391056716442108,True,mean,C,4
130,C1#N->[Pu+3]<-S1,Pu,0.39,0.6904289364814759,0.2772077958723619,0.40150083697976546,0.5,-0.5254164338111877,True,mean,C,4
131,C1#N->[Pu+3]<-[S-]1,Pu,0.335,0.8546043992042541,0.5074389684697674,0.5937706018624032,0.5,-0.22527900338172913,True,mean,C,4
132,C1#N->[Ru+3]<-[S-]1,Ru,1.78,1.7460460186004638,0.11224379750596854,0.0642845585455629,0.5,-0.14253629744052887,True,mean,A,4
133,C1#N->[Sc+3]<-[S-]1,Sc,1.035,1.2116665720939637,0.402942704972552,0.33255246472319466,0.5,-0.10606864094734192,True,mean,C,4
134,C1#N->[Sm+3]<-S1,Sm,0.09,0.49815222024917605,0.31168062328854584,0.6256734600774096,0.25,-0.059203460812568665,True,mean,C,4
135,C1#N->[Sm+3]<-[S-]1,Sm,0.13,0.4668134331703186,0.3335372151487159,0.7144978945518555,0.25,-0.0033223330974578857,True,mean,C,4
136,C1#N->[Sn+2]<-S1,Sn,0.865,0.8808160066604614,0.04036088590626881,0.045822153095620564,0.75,-0.1692667156457901,True,both,A,4
137,C1#N->[Sn+2]<-[S-]1,Sn,1.03,1.141936755180359,0.2484630363580719,0.217580382828495,1.0,-0.1576143503189087,True,both,C,4
138,C1#N->[Tb+3]<-S1,Tb,0.18,0.5042003750801086,0.31290070452120167,0.6205880042661357,0.25,-0.062273189425468445,True,mean,C,4
139,C1#N->[Tb+3]<-[S-]1,Tb,0.23,0.4801644206047058,0.3223061209369358,0.6712411563752106,0.0,0.0,False,none,D,4
140,C1#N->[Th+4]<-S1,Th,1.08,1.1842442631721497,0.36198737813668597,0.3056695222377996,0.5,-0.3494558334350586,True,mean,C,4
141,C1#N->[Th+4]<-[S-]1,Th,1.08,1.0565263628959656,0.1411276503962093,0.13357702689914414,0.5,-0.23000335693359375,True,mean,C,4
142,C1#N->[Ti+3]<-[S-]1,Ti,1.38,0.9576552748680115,0.1747178459821231,0.18244335990965382,0.5,-0.196291983127594,True,mean,C,4
143,C1#N->[Ti+4]<-[S-]1,Ti,0.45,0.9576552748680115,0.1747178459821231,0.18244335990965382,0.5,-0.196291983127594,True,mean,C,4
144,C1#N->[Tm+3]<-S1,Tm,0.26,0.5288264393806458,0.28506653586123776,0.5390549992074976,0.5,-0.04204714298248291,True,mean,C,4
145,C1#N->[U+4]<-S1,U,2.23,2.2440876007080077,0.5564687353029207,0.2479710396008406,0.5,-0.1839727759361267,True,mean,C,4
146,C1#N->[U+4]<-[S-]1,U,1.49,1.6803229331970215,0.512391353787404,0.3049362379483307,0.5,-0.16347771883010864,True,mean,C,4
147,C1#N->[V+2]<-[S-]1,V,1.18,1.0312982559204102,0.1582979248375291,0.15349383549209225,0.75,-0.2657981663942337,True,both,C,4
148,C1#N->[V+3]<-[S-]1,V,2.0,1.8022120952606202,0.30775631354667954,0.1707658684324691,0.75,-0.01750260591506958,True,both,C,4
149,C1#N->[Y+3]<-[S-]1,Y,-0.07,0.3263297438621521,0.4547376241417665,1.3934911931713352,0.25,-0.008605480194091797,True,mean,C,4
150,C1#N->[Yb+3]<-S1,Yb,0.18,0.4772042155265808,0.3258824471735719,0.6828993470101059,0.5,-0.04666386544704437,True,mean,C,4
151,C1#N->[Zn+2]<-S1,Zn,1.005,0.936955201625824,0.164276019741847,0.1753296416485995,0.5,-0.45924055576324463,True,mean,C,4
152,C1#N->[Zn+2]<-[S-]1,Zn,0.71,0.7879273772239686,0.09435049113311664,0.11974516162331225,0.5,-0.30473339557647705,True,mean,C,4
153,C1=C/c2ccccn2->[Cu+2]<-n2cccc/1c2,Cu,1.0,1.3740177392959594,0.15650516043051627,0.11390330412379451,0.6,-0.18425476551055908,True,mean,C,15
154,C1=CCCCCNN2(->[Cd+2]<-NCC2)NOOOc2ccccc2C2=CCCC=C2CCC=C1,Cd,5.04,5.656615447998047,1.2893908492012185,0.22794387581315104,0.5625,0.014256902039051056,False,none,D,32
155,C1=CCCCCNN2(->[Cu+2]<-NCC2)NOOOc2ccccc2C2=CCCC=C2CCC=C1,Cu,17.95,15.49730567932129,3.130579874670505,0.20200800961471452,0.6875,0.4964597821235657,True,mean,C,32
156,C1=CCCCCNN2(->[Zn+2]<-NCC2)NOOOc2ccccc2C2=CCCC=C2CCC=C1,Zn,12.589,12.792872619628906,0.20067921723522394,0.015686798673138453,0.71875,0.6188898384571075,True,both,A,32
157,C1=CN2->[Fe+3]<-O=C1C=C2,Fe,2.1,5.264034748077393,3.9769853151698977,0.7555013417459735,0.5,0.7642589211463928,False,none,D,8
158,C1=CS(=N2->[Cu+2]<-N(=S3C=CC=C3)CC2)C=C1,Cu,8.2,9.615057373046875,2.8224697307595243,0.2935468423383025,0.8666666666666667,0.5932394027709961,True,both,C,15
